Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,yield
2,"Rice, paddy",2008,89,11556.12,17.55,13952
2,Sorghum,2008,89,11556.12,17.55,61786
2,Wheat,2008,89,11556.12,17.55,11038
2,Maize,2009,89,3867.99,17.78,30914
2,Potatoes,2009,89,3867.99,17.78,250764
2,"Rice, paddy",2009,89,3867.99,17.78,14594
2,Sorghum,2009,89,3867.99,17.78,90465
2,Wheat,2009,89,3867.99,17.78,15975
2,Maize,2010,89,1295.88,17.59,25827
2,Potatoes,2010,89,1295.88,17.59,270526
2,"Rice, paddy",2010,89,1295.88,17.59,15305
2,Sorghum,2010,89,1295.88,17.59,30286
2,Wheat,2010,89,1295.88,17.59,14838
2,Maize,2011,89,13861.76,17.79,23374
2,Potatoes,2011,89,13861.76,17.79,292806
2,"Rice, paddy",2011,89,13861.76,17.79,16081
2,Sorghum,2011,89,13861.76,17.79,100000
2,Wheat,2011,89,13861.76,17.79,17405
2,Maize,2012,89,17379.76,17.91,25583
2,Potatoes,2012,89,17379.76,17.91,304291
2,"Rice, paddy",2012,89,17379.76,17.91,16667
2,Sorghum,2012,89,17379.76,17.91,206000
2,Wheat,2012,89,17379.76,17.91,17639
2,Maize,2013,89,17278.65,17.65,33649
2,Potatoes,2013,89,17278.65,17.65,303218
2,"Rice, paddy",2013,89,17278.65,17.65,17778
2,Sorghum,2013,89,17278.65,17.65,60000
2,Wheat,2013,89,17278.65,17.65,19100
3,Cassava,1990,1010,64,24.12,41177
3,Maize,1990,1010,64,24.12,2736
3,Potatoes,1990,1010,64,24.12,40000
3,"Rice, paddy",1990,1010,64,24.12,9512
3,Sweet potatoes,1990,1010,64,24.12,89342
3,Wheat,1990,1010,64,24.12,7995
3,Cassava,1991,1010,79,24.02,40295
3,Maize,1991,1010,79,24.02,4013
3,Potatoes,1991,1010,79,24.02,40000
3,"Rice, paddy",1991,1010,79,24.02,10000
3,Sweet potatoes,1991,1010,79,24.02,83001
3,Wheat,1991,1010,79,24.02,8000
3,Cassava,1992,1010,23,23.96,42295
3,Maize,1992,1010,23,23.96,3778
3,Potatoes,1992,1010,23,23.96,40000
3,"Rice, paddy",1992,1010,23,23.96,9106
3,Sweet potatoes,1992,1010,23,23.96,90000
3,Wheat,1992,1010,23,23.96,8000
3,Cassava,1993,1010,169,24.15,42295
3,Maize,1993,1010,169,24.15,2627
3,Potatoes,1993,1010,169,24.15,70000
3,"Rice, paddy",1993,1010,169,24.15,8000
3,Sweet potatoes,1993,1010,169,24.15,88095
3,Wheat,1993,1010,169,24.15,8876
3,Cassava,1994,1010,25.5,24.04,58596
3,Maize,1994,1010,25.5,24.04,2463
3,Potatoes,1994,1010,25.5,24.04,90000
3,"Rice, paddy",1994,1010,25.5,24.04,8750
3,Sweet potatoes,1994,1010,25.5,24.04,83192
3,Wheat,1994,1010,25.5,24.04,10000
3,Cassava,1995,1010,336,24.56,51000
3,Maize,1995,1010,336,24.56,3517
3,Potatoes,1995,1010,336,24.56,76738
3,"Rice, paddy",1995,1010,336,24.56,14615
3,Sweet potatoes,1995,1010,336,24.56,81138
3,Wheat,1995,1010,336,24.56,11855
3,Cassava,1996,1010,40,24.11,48077
3,Maize,1996,1010,40,24.11,6993
3,Potatoes,1996,1010,40,24.11,70000
3,"Rice, paddy",1996,1010,40,24.11,17500
3,Sweet potatoes,1996,1010,40,24.11,85455
3,Wheat,1996,1010,40,24.11,13738
3,Cassava,1997,1010,40,24.06,44205
3,Maize,1997,1010,40,24.06,5959
3,Potatoes,1997,1010,40,24.06,68571
3,"Rice, paddy",1997,1010,40,24.06,20000
3,Sweet potatoes,1997,1010,40,24.06,78098
3,Wheat,1997,1010,40,24.06,15509
3,Cassava,1998,1010,40,24.96,55728
3,Maize,1998,1010,40,24.96,7396
3,Potatoes,1998,1010,40,24.96,62724
3,"Rice, paddy",1998,1010,40,24.96,20000
3,Sweet potatoes,1998,1010,40,24.96,76256
3,Wheat,1998,1010,40,24.96,17143
3,Cassava,1999,1010,40,24.37,59821
3,Maize,1999,1010,40,24.37,6361
3,Potatoes,1999,1010,40,24.37,54597
3,"Rice, paddy",1999,1010,40,24.37,14235
3,Sweet potatoes,1999,1010,40,24.37,82865
3,Wheat,1999,1010,40,24.37,17391
3,Cassava,2000,1010,40,24.41,82992
3,Maize,2000,1010,40,24.41,5745
3,Potatoes,2000,1010,40,24.41,29885
3,"Rice, paddy",2000,1010,40,24.41,13454
3,Sorghum,2000,1010,40,24.41,3333
3,Soybeans,2000,1010,40,24.41,2333
3,Sweet potatoes,2000,1010,40,24.41,34938
3,Wheat,2000,1010,40,24.41,17023
3,Cassava,2001,1010,40,24.43,94072
3,Maize,2001,1010,40,24.43,5754
3,Potatoes,2001,1010,40,24.43,42552
3,"Rice, paddy",2001,1010,40,24.43,13701
3,Sorghum,2001,1010,40,24.43,3571
3,Soybeans,2001,1010,40,24.43,2500
3,Sweet potatoes,2001,1010,40,24.43,44458
3,Wheat,2001,1010,40,24.43,16667
3,Cassava,2002,1010,40,24.79,110071
3,Maize,2002,1010,40,24.79,6706
3,Potatoes,2002,1010,40,24.79,42754
3,"Rice, paddy",2002,1010,40,24.79,13198
3,Sorghum,2002,1010,40,24.79,3400
3,Soybeans,2002,1010,40,24.79,2857
3,Sweet potatoes,2002,1010,40,24.79,42190
3,Wheat,2002,1010,40,24.79,15455
3,Cassava,2004,1010,40,24.22,125605
3,Maize,2004,1010,40,24.22,5404
3,Potatoes,2004,1010,40,24.22,20150
3,"Rice, paddy",2004,1010,40,24.22,11584
3,Sorghum,2004,1010,40,24.22,3333
3,Soybeans,2004,1010,40,24.22,3600
3,Sweet potatoes,2004,1010,40,24.22,45360
3,Wheat,2004,1010,40,24.22,12442
3,Cassava,2005,1010,40,24.41,117628
3,Maize,2005,1010,40,24.41,6736
3,Potatoes,2005,1010,40,24.41,23646
3,"Rice, paddy",2005,1010,40,24.41,6977
3,Sorghum,2005,1010,40,24.41,3333
3,Soybeans,2005,1010,40,24.41,3793
3,Sweet potatoes,2005,1010,40,24.41,46159
3,Wheat,2005,1010,40,24.41,10946
3,Cassava,2006,1010,40,24.14,117201
3,Maize,2006,1010,40,24.14,4687
3,Potatoes,2006,1010,40,24.14,52148
3,"Rice, paddy",2006,1010,40,24.14,4947
3,Sorghum,2006,1010,40,24.14,4091
3,Soybeans,2006,1010,40,24.14,4286
3,Sweet potatoes,2006,1010,40,24.14,44240
3,Wheat,2006,1010,40,24.14,10000
3,Cassava,2007,1010,40,24.24,115387
3,Maize,2007,1010,40,24.24,5091
3,Potatoes,2007,1010,40,24.24,62138
3,"Rice, paddy",2007,1010,40,24.24,5143
3,Sorghum,2007,1010,40,24.24,4031
3,Soybeans,2007,1010,40,24.24,6883
3,Sweet potatoes,2007,1010,40,24.24,58855
3,Wheat,2007,1010,40,24.24,10000
3,Cassava,2008,1010,40,24.27,148084
3,Maize,2008,1010,40,24.27,7946
3,Potatoes,2008,1010,40,24.27,85085
3,"Rice, paddy",2008,1010,40,24.27,5084
3,Sorghum,2008,1010,40,24.27,929
3,Soybeans,2008,1010,40,24.27,8575
3,Sweet potatoes,2008,1010,40,24.27,65437
3,Wheat,2008,1010,40,24.27,10000
3,Cassava,2009,1010,40,24.33,151759
3,Maize,2009,1010,40,24.33,6614
3,Potatoes,2009,1010,40,24.33,86509
3,"Rice, paddy",2009,1010,40,24.33,6028
3,Sorghum,2009,1010,40,24.33,2480
3,Soybeans,2009,1010,40,24.33,4449
3,Sweet potatoes,2009,1010,40,24.33,66475
3,Wheat,2009,1010,40,24.33,10000
3,Cassava,2010,1010,40,24.44,155782
3,Maize,2010,1010,40,24.44,7200
3,Potatoes,2010,1010,40,24.44,87425
3,"Rice, paddy",2010,1010,40,24.44,7403
3,Sorghum,2010,1010,40,24.44,2814
3,Soybeans,2010,1010,40,24.44,4446
3,Sweet potatoes,2010,1010,40,24.44,63001
3,Wheat,2010,1010,40,24.44,10526
3,Cassava,2011,1010,40,24.15,133649
3,Maize,2011,1010,40,24.15,7376
3,Potatoes,2011,1010,40,24.15,81366
3,"Rice, paddy",2011,1010,40,24.15,8914
3,Sorghum,2011,1010,40,24.15,3320
3,Soybeans,2011,1010,40,24.15,5294
3,Sweet potatoes,2011,1010,40,24.15,65512
3,Wheat,2011,1010,40,24.15,10959
3,Cassava,2012,1010,40,24.24,100073
3,Maize,2012,1010,40,24.24,7770
3,Potatoes,2012,1010,40,24.24,69381
3,"Rice, paddy",2012,1010,40,24.24,7703
3,Sorghum,2012,1010,40,24.24,998
3,Soybeans,2012,1010,40,24.24,1641
3,Sweet potatoes,2012,1010,40,24.24,52954
3,Wheat,2012,1010,40,24.24,11258
3,Cassava,2013,1010,40,24.55,140517
3,Maize,2013,1010,40,24.55,9467
3,Potatoes,2013,1010,40,24.55,63303
3,"Rice, paddy",2013,1010,40,24.55,12744
3,Sorghum,2013,1010,40,24.55,2415
3,Soybeans,2013,1010,40,24.55,4405
3,Sweet potatoes,2013,1010,40,24.55,73409
3,Wheat,2013,1010,40,24.55,9022
4,Cassava,1990,591,26156,17.46,100000
4,Cassava,1990,591,26156,17.67,100000
4,Maize,1990,591,26156,17.46,34608
4,Maize,1990,591,26156,17.67,34608
4,Potatoes,1990,591,26156,17.46,202747
4,Potatoes,1990,591,26156,17.67,202747
4,"Rice, paddy",1990,591,26156,17.46,36709
4,"Rice, paddy",1990,591,26156,17.67,36709
4,Sorghum,1990,591,26156,17.46,28116
4,Sorghum,1990,591,26156,17.67,28116
4,Soybeans,1990,591,26156,17.46,21566
4,Soybeans,1990,591,26156,17.67,21566
4,Sweet potatoes,1990,591,26156,17.46,131864
4,Sweet potatoes,1990,591,26156,17.67,131864
4,Wheat,1990,591,26156,17.46,18947
4,Wheat,1990,591,26156,17.67,18947
4,Cassava,1991,591,26156,17.64,100000
4,Cassava,1991,591,26156,17.86,100000
4,Maize,1991,591,26156,17.64,40444
4,Maize,1991,591,26156,17.86,40444
4,Potatoes,1991,591,26156,17.64,205692
4,Potatoes,1991,591,26156,17.86,205692
4,"Rice, paddy",1991,591,26156,17.64,40294
4,"Rice, paddy",1991,591,26156,17.86,40294
4,Sorghum,1991,591,26156,17.64,33320
4,Sorghum,1991,591,26156,17.86,33320
4,Soybeans,1991,591,26156,17.64,22750
4,Soybeans,1991,591,26156,17.86,22750
4,Sweet potatoes,1991,591,26156,17.64,131364
4,Sweet potatoes,1991,591,26156,17.86,131364
4,Wheat,1991,591,26156,17.64,18972
4,Wheat,1991,591,26156,17.86,18972
4,Cassava,1992,591,26156,17.09,100000
4,Cassava,1992,591,26156,17.51,100000
4,Maize,1992,591,26156,17.09,45237
4,Maize,1992,591,26156,17.51,45237
4,Potatoes,1992,591,26156,17.09,199039
4,Potatoes,1992,591,26156,17.51,199039
4,"Rice, paddy",1992,591,26156,17.09,52075
4,"Rice, paddy",1992,591,26156,17.51,52075
4,Sorghum,1992,591,26156,17.09,36217
4,Sorghum,1992,591,26156,17.51,36217
4,Soybeans,1992,591,26156,17.09,22915
4,Soybeans,1992,591,26156,17.51,22915
4,Sweet potatoes,1992,591,26156,17.09,127273
4,Sweet potatoes,1992,591,26156,17.51,127273
4,Wheat,1992,591,26156,17.09,21809
4,Wheat,1992,591,26156,17.51,21809
4,Cassava,1993,591,26156,17.32,100000
4,Cassava,1993,591,26156,17.53,100000
4,Maize,1993,591,26156,17.32,43552
4,Maize,1993,591,26156,17.53,43552
4,Potatoes,1993,591,26156,17.32,210314
4,Potatoes,1993,591,26156,17.53,210314
4,"Rice, paddy",1993,591,26156,17.32,43559
4,"Rice, paddy",1993,591,26156,17.53,43559
4,Sorghum,1993,591,26156,17.32,39529
4,Sorghum,1993,591,26156,17.53,39529
4,Soybeans,1993,591,26156,17.32,21589
4,Soybeans,1993,591,26156,17.53,21589
4,Sweet potatoes,1993,591,26156,17.32,122955
4,Sweet potatoes,1993,591,26156,17.53,122955
4,Wheat,1993,591,26156,17.32,23272
4,Wheat,1993,591,26156,17.53,23272
4,Cassava,1994,591,30195,18.17,100000
4,Cassava,1994,591,30195,18.31,100000
4,Maize,1994,591,30195,18.17,42371
4,Maize,1994,591,30195,18.31,42371
4,Potatoes,1994,591,30195,18.17,230166
4,Potatoes,1994,591,30195,18.31,230166
4,"Rice, paddy",1994,591,30195,18.17,42989
4,"Rice, paddy",1994,591,30195,18.31,42989
4,Sorghum,1994,591,30195,18.17,35065
4,Sorghum,1994,591,30195,18.31,35065
4,Soybeans,1994,591,30195,18.17,20386
4,Soybeans,1994,591,30195,18.31,20386
4,Sweet potatoes,1994,591,30195,18.17,176667
4,Sweet potatoes,1994,591,30195,18.31,176667
4,Wheat,1994,591,30195,18.17,20237
4,Wheat,1994,591,30195,18.31,20237
4,Cassava,1995,591,37842,17.74,100000
4,Cassava,1995,591,37842,17.62,100000
4,Maize,1995,591,37842,17.74,45223
4,Maize,1995,591,37842,17.62,45223
4,Potatoes,1995,591,37842,17.74,274272
4,Potatoes,1995,591,37842,17.62,274272
4,"Rice, paddy",1995,591,37842,17.74,50306
4,"Rice, paddy",1995,591,37842,17.62,50306
4,Sorghum,1995,591,37842,17.74,34588
4,Sorghum,1995,591,37842,17.62,34588
4,Soybeans,1995,591,37842,17.74,20446
4,Soybeans,1995,591,37842,17.62,20446
4,Sweet potatoes,1995,591,37842,17.74,168000
4,Sweet potatoes,1995,591,37842,17.62,168000
4,Wheat,1995,591,37842,17.74,21675
4,Wheat,1995,591,37842,17.62,21675
4,Cassava,1996,591,54595,17.64,100000
4,Cassava,1996,591,54595,17.97,100000
4,Maize,1996,591,54595,17.64,40397
4,Maize,1996,591,54595,17.97,40397
4,Potatoes,1996,591,54595,17.64,228877
4,Potatoes,1996,591,54595,17.97,228877
4,"Rice, paddy",1996,591,54595,17.64,51031
4,"Rice, paddy",1996,591,54595,17.97,51031
4,Sorghum,1996,591,54595,17.64,38763
4,Sorghum,1996,591,54595,17.97,38763
4,Soybeans,1996,591,54595,17.64,21051
4,Soybeans,1996,591,54595,17.97,21051
4,Sweet potatoes,1996,591,54595,17.64,170000
4,Sweet potatoes,1996,591,54595,17.97,170000
4,Wheat,1996,591,54595,17.64,19344
4,Wheat,1996,591,54595,17.97,19344
4,Cassava,1997,591,77691,18.29,100000
4,Cassava,1997,591,77691,18.54,100000
4,Maize,1997,591,77691,18.29,45557
4,Maize,1997,591,77691,18.54,45557
4,Potatoes,1997,591,77691,18.29,268502
4,Potatoes,1997,591,77691,18.54,268502
4,"Rice, paddy",1997,591,77691,18.29,53703
4,"Rice, paddy",1997,591,77691,18.54,53703
4,Sorghum,1997,591,77691,18.29,36845
4,Sorghum,1997,591,77691,18.54,36845
4,Soybeans,1997,591,77691,18.29,17212
4,Soybeans,1997,591,77691,18.54,17212
4,Sweet potatoes,1997,591,77691,18.29,145662
4,Sweet potatoes,1997,591,77691,18.54,145662
4,Wheat,1997,591,77691,18.29,22426
4,Wheat,1997,591,77691,18.54,22426
4,Cassava,1998,591,62397,17.23,100000
4,Cassava,1998,591,62397,17.52,100000
4,Maize,1998,591,62397,17.23,60780
4,Maize,1998,591,62397,17.52,60780
4,Potatoes,1998,591,62397,17.23,293744
4,Potatoes,1998,591,62397,17.52,293744
4,"Rice, paddy",1998,591,62397,17.23,47762
4,"Rice, paddy",1998,591,62397,17.52,47762
4,Sorghum,1998,591,62397,17.23,48105
4,Sorghum,1998,591,62397,17.52,48105
4,Soybeans,1998,591,62397,17.23,26937
4,Soybeans,1998,591,62397,17.52,26937
4,Sweet potatoes,1998,591,62397,17.23,175055
4,Sweet potatoes,1998,591,62397,17.52,175055
4,Wheat,1998,591,62397,17.23,26088
4,Wheat,1998,591,62397,17.52,26088
4,Cassava,1999,591,62831.39,17.15,100000
4,Cassava,1999,591,62831.39,17.71,100000
4,Maize,1999,591,62831.39,17.15,53702
4,Maize,1999,591,62831.39,17.71,53702
4,Potatoes,1999,591,62831.39,17.15,238938
4,Potatoes,1999,591,62831.39,17.71,238938
4,"Rice, paddy",1999,591,62831.39,17.15,57337
4,"Rice, paddy",1999,591,62831.39,17.71,57337
4,Sorghum,1999,591,62831.39,17.15,43845
4,Sorghum,1999,591,62831.39,17.71,43845
4,Soybeans,1999,591,62831.39,17.15,24450
4,Soybeans,1999,591,62831.39,17.71,24450
4,Sweet potatoes,1999,591,62831.39,17.15,143991
4,Sweet potatoes,1999,591,62831.39,17.71,143991
4,Wheat,1999,591,62831.39,17.15,23028
4,Wheat,1999,591,62831.39,17.71,23028
4,Cassava,2000,591,63265.78,16.98,100000
4,Cassava,2000,591,63265.78,17.66,100000
4,Maize,2000,591,63265.78,16.98,54329
4,Maize,2000,591,63265.78,17.66,54329
4,Potatoes,2000,591,63265.78,16.98,277566
4,Potatoes,2000,591,63265.78,17.66,277566
4,"Rice, paddy",2000,591,63265.78,16.98,47798
4,"Rice, paddy",2000,591,63265.78,17.66,47798
4,Sorghum,2000,591,63265.78,16.98,46477
4,Sorghum,2000,591,63265.78,17.66,46477
4,Soybeans,2000,591,63265.78,16.98,23312
4,Soybeans,2000,591,63265.78,17.66,23312
4,Sweet potatoes,2000,591,63265.78,16.98,151462
4,Sweet potatoes,2000,591,63265.78,17.66,151462
4,Wheat,2000,591,63265.78,16.98,24873
4,Wheat,2000,591,63265.78,17.66,24873
4,Cassava,2001,591,63700.17,17.71,100000
4,Cassava,2001,591,63700.17,18.42,100000
4,Maize,2001,591,63700.17,17.71,54553
4,Maize,2001,591,63700.17,18.42,54553
4,Potatoes,2001,591,63700.17,17.71,283768
4,Potatoes,2001,591,63700.17,18.42,283768
4,"Rice, paddy",2001,591,63700.17,17.71,57495
4,"Rice, paddy",2001,591,63700.17,18.42,57495
4,Sorghum,2001,591,63700.17,17.71,47429
4,Sorghum,2001,591,63700.17,18.42,47429
4,Soybeans,2001,591,63700.17,17.71,25846
4,Soybeans,2001,591,63700.17,18.42,25846
4,Sweet potatoes,2001,591,63700.17,17.71,155212
4,Sweet potatoes,2001,591,63700.17,18.42,155212
4,Wheat,2001,591,63700.17,17.71,24934
4,Wheat,2001,591,63700.17,18.42,24934
4,Cassava,2002,591,64134.56,17.58,100000
4,Cassava,2002,591,64134.56,18.07,100000
4,Maize,2002,591,64134.56,17.58,60791
4,Maize,2002,591,64134.56,18.07,60791
4,Potatoes,2002,591,64134.56,17.58,251347
4,Potatoes,2002,591,64134.56,18.07,251347
4,"Rice, paddy",2002,591,64134.56,17.58,57197
4,"Rice, paddy",2002,591,64134.56,18.07,57197
4,Sorghum,2002,591,64134.56,17.58,52691
4,Sorghum,2002,591,64134.56,18.07,52691
4,Soybeans,2002,591,64134.56,17.58,26304
4,Soybeans,2002,591,64134.56,18.07,26304
4,Sweet potatoes,2002,591,64134.56,17.58,155890
